source,news_count,internal_diversity,originality,original_news,repeated_news,diversity_score,last_update,cycle
europapress,30,0.966,0.5,15,15,68.6,2026-03-07 21:02,2026-03-07 21:02
elespanol,74,0.988,0.473,35,39,67.9,2026-03-07 21:02,2026-03-07 21:02
lavanguardia,337,0.996,0.46,155,182,67.4,2026-03-07 21:02,2026-03-07 21:02
google_news_politica,68,0.956,0.485,33,35,67.3,2026-03-07 21:02,2026-03-07 21:02
elmundo,90,0.994,0.456,41,49,67.1,2026-03-07 21:02,2026-03-07 21:02
elpais,264,0.995,0.447,118,146,66.6,2026-03-07 21:02,2026-03-07 21:02
infolibre,69,0.996,0.362,25,44,61.6,2026-03-07 21:02,2026-03-07 21:02
elpais_internacional,18,0.972,0.278,5,13,55.6,2026-03-07 21:02,2026-03-07 21:02
elconfidencial,29,0.965,0.276,8,21,55.2,2026-03-07 21:02,2026-03-07 21:02
maldita,27,0.948,0.852,23,4,89.0,2026-03-07 21:32,2026-03-07 21:32
newtral,13,0.981,0.692,9,4,80.8,2026-03-07 21:32,2026-03-07 21:32
heraldo_aragon,450,0.985,0.682,307,143,80.3,2026-03-07 21:32,2026-03-07 21:32
expansion,117,0.993,0.607,71,46,76.1,2026-03-07 21:32,2026-03-07 21:32
okdiario,292,0.988,0.61,178,114,76.1,2026-03-07 21:32,2026-03-07 21:32
levante_emv,221,0.992,0.602,133,88,75.8,2026-03-07 21:32,2026-03-07 21:32
elmundo_internacional,35,0.985,0.6,21,14,75.4,2026-03-07 21:32,2026-03-07 21:32
france24_es,86,0.976,0.593,51,35,74.6,2026-03-07 21:32,2026-03-07 21:32
huffington_es,113,0.97,0.593,67,46,74.4,2026-03-07 21:32,2026-03-07 21:32
20minutos,361,0.994,0.565,204,157,73.7,2026-03-07 21:32,2026-03-07 21:32
google_news_es,296,0.993,0.561,166,130,73.4,2026-03-07 21:32,2026-03-07 21:32
elcorreo,178,0.996,0.545,97,81,72.5,2026-03-07 21:32,2026-03-07 21:32
bbc_mundo,34,0.97,0.559,19,15,72.3,2026-03-07 21:32,2026-03-07 21:32
elmundo_espana,55,0.988,0.545,30,25,72.2,2026-03-07 21:32,2026-03-07 21:32
eldiario,171,0.993,0.538,92,79,72.0,2026-03-07 21:32,2026-03-07 21:32
europapress,30,0.967,0.533,16,14,70.7,2026-03-07 21:32,2026-03-07 21:32
elmundo,91,0.994,0.484,44,47,68.8,2026-03-07 21:32,2026-03-07 21:32
elespanol,74,0.988,0.473,35,39,67.9,2026-03-07 21:32,2026-03-07 21:32
elpais,265,0.995,0.46,122,143,67.4,2026-03-07 21:32,2026-03-07 21:32
google_news_politica,70,0.957,0.486,34,36,67.4,2026-03-07 21:32,2026-03-07 21:32
lavanguardia,343,0.996,0.446,153,190,66.6,2026-03-07 21:32,2026-03-07 21:32
infolibre,69,0.996,0.391,27,42,63.3,2026-03-07 21:32,2026-03-07 21:32
elpais_internacional,18,0.973,0.278,5,13,55.6,2026-03-07 21:32,2026-03-07 21:32
elconfidencial,29,0.965,0.276,8,21,55.2,2026-03-07 21:32,2026-03-07 21:32
maldita,27,0.947,0.852,23,4,89.0,2026-03-07 22:02,2026-03-07 22:02
heraldo_aragon,450,0.985,0.696,313,137,81.2,2026-03-07 22:02,2026-03-07 22:02
newtral,13,0.981,0.692,9,4,80.8,2026-03-07 22:02,2026-03-07 22:02
expansion,117,0.993,0.615,72,45,76.6,2026-03-07 22:02,2026-03-07 22:02
okdiario,293,0.987,0.604,177,116,75.7,2026-03-07 22:02,2026-03-07 22:02
levante_emv,226,0.992,0.593,134,92,75.3,2026-03-07 22:02,2026-03-07 22:02
huffington_es,114,0.971,0.605,69,45,75.1,2026-03-07 22:02,2026-03-07 22:02
elmundo_internacional,32,0.985,0.594,19,13,75.0,2026-03-07 22:02,2026-03-07 22:02
20minutos,371,0.994,0.585,217,154,74.9,2026-03-07 22:02,2026-03-07 22:02
eldiario,173,0.993,0.584,101,72,74.8,2026-03-07 22:02,2026-03-07 22:02
elcorreo,180,0.996,0.578,104,76,74.5,2026-03-07 22:02,2026-03-07 22:02
elmundo_espana,52,0.989,0.577,30,22,74.2,2026-03-07 22:02,2026-03-07 22:02
bbc_mundo,34,0.97,0.588,20,14,74.1,2026-03-07 22:02,2026-03-07 22:02
france24_es,86,0.976,0.581,50,36,73.9,2026-03-07 22:02,2026-03-07 22:02
google_news_es,301,0.993,0.565,170,131,73.6,2026-03-07 22:02,2026-03-07 22:02
europapress,30,0.967,0.533,16,14,70.7,2026-03-07 22:02,2026-03-07 22:02
google_news_politica,70,0.957,0.514,36,34,69.1,2026-03-07 22:02,2026-03-07 22:02
elmundo,91,0.994,0.484,44,47,68.8,2026-03-07 22:02,2026-03-07 22:02
elpais,267,0.995,0.472,126,141,68.1,2026-03-07 22:02,2026-03-07 22:02
elespanol,74,0.989,0.473,35,39,67.9,2026-03-07 22:02,2026-03-07 22:02
infolibre,69,0.996,0.464,32,37,67.7,2026-03-07 22:02,2026-03-07 22:02
lavanguardia,344,0.996,0.451,155,189,66.9,2026-03-07 22:02,2026-03-07 22:02
elpais_internacional,18,0.973,0.333,6,12,58.9,2026-03-07 22:02,2026-03-07 22:02
elconfidencial,29,0.965,0.31,9,20,57.2,2026-03-07 22:02,2026-03-07 22:02
maldita,27,0.948,0.852,23,4,89.0,2026-03-07 22:32,2026-03-07 22:32
newtral,13,0.981,0.692,9,4,80.8,2026-03-07 22:32,2026-03-07 22:32
heraldo_aragon,451,0.986,0.665,300,151,79.3,2026-03-07 22:32,2026-03-07 22:32
huffington_es,115,0.97,0.652,75,40,77.9,2026-03-07 22:32,2026-03-07 22:32
expansion,117,0.993,0.615,72,45,76.6,2026-03-07 22:32,2026-03-07 22:32
okdiario,296,0.987,0.611,181,115,76.1,2026-03-07 22:32,2026-03-07 22:32
bbc_mundo,34,0.97,0.618,21,13,75.9,2026-03-07 22:32,2026-03-07 22:32
levante_emv,229,0.992,0.581,133,96,74.5,2026-03-07 22:32,2026-03-07 22:32
20minutos,380,0.994,0.574,218,162,74.2,2026-03-07 22:32,2026-03-07 22:32
eldiario,174,0.993,0.569,99,75,73.9,2026-03-07 22:32,2026-03-07 22:32
france24_es,86,0.976,0.581,50,36,73.9,2026-03-07 22:32,2026-03-07 22:32
google_news_es,304,0.993,0.556,169,135,73.1,2026-03-07 22:32,2026-03-07 22:32
elmundo_internacional,32,0.985,0.562,18,14,73.1,2026-03-07 22:32,2026-03-07 22:32
elcorreo,183,0.996,0.552,101,82,73.0,2026-03-07 22:32,2026-03-07 22:32
elmundo_espana,52,0.988,0.538,28,24,71.8,2026-03-07 22:32,2026-03-07 22:32
elmundo,91,0.994,0.484,44,47,68.8,2026-03-07 22:32,2026-03-07 22:32
europapress,30,0.966,0.5,15,15,68.6,2026-03-07 22:32,2026-03-07 22:32
elespanol,74,0.988,0.459,34,40,67.1,2026-03-07 22:32,2026-03-07 22:32
google_news_politica,71,0.957,0.479,34,37,67.0,2026-03-07 22:32,2026-03-07 22:32
lavanguardia,346,0.996,0.451,156,190,66.9,2026-03-07 22:32,2026-03-07 22:32
elpais,268,0.995,0.448,120,148,66.7,2026-03-07 22:32,2026-03-07 22:32
infolibre,69,0.996,0.377,26,43,62.5,2026-03-07 22:32,2026-03-07 22:32
elpais_internacional,19,0.969,0.368,7,12,60.8,2026-03-07 22:32,2026-03-07 22:32
elconfidencial,29,0.965,0.276,8,21,55.2,2026-03-07 22:32,2026-03-07 22:32
maldita,27,0.947,0.815,22,5,86.8,2026-03-07 23:02,2026-03-07 23:02
newtral,13,0.981,0.692,9,4,80.8,2026-03-07 23:02,2026-03-07 23:02
heraldo_aragon,456,0.985,0.662,302,154,79.1,2026-03-07 23:02,2026-03-07 23:02
elmundo_internacional,32,0.986,0.656,21,11,78.8,2026-03-07 23:02,2026-03-07 23:02
bbc_mundo,34,0.97,0.618,21,13,75.9,2026-03-07 23:02,2026-03-07 23:02
expansion,117,0.993,0.598,70,47,75.6,2026-03-07 23:02,2026-03-07 23:02
okdiario,300,0.987,0.6,180,120,75.5,2026-03-07 23:02,2026-03-07 23:02
levante_emv,230,0.992,0.587,135,95,74.9,2026-03-07 23:02,2026-03-07 23:02
20minutos,383,0.994,0.582,223,160,74.7,2026-03-07 23:02,2026-03-07 23:02
france24_es,86,0.975,0.581,50,36,73.9,2026-03-07 23:02,2026-03-07 23:02
huffington_es,116,0.97,0.578,67,49,73.5,2026-03-07 23:02,2026-03-07 23:02
google_news_es,313,0.993,0.556,174,139,73.1,2026-03-07 23:02,2026-03-07 23:02
elcorreo,184,0.996,0.554,102,82,73.1,2026-03-07 23:02,2026-03-07 23:02
elmundo_espana,52,0.989,0.558,29,23,73.0,2026-03-07 23:02,2026-03-07 23:02
eldiario,175,0.993,0.526,92,83,71.3,2026-03-07 23:02,2026-03-07 23:02
elmundo,91,0.994,0.484,44,47,68.8,2026-03-07 23:02,2026-03-07 23:02
google_news_politica,71,0.958,0.507,36,35,68.7,2026-03-07 23:02,2026-03-07 23:02
europapress,30,0.966,0.5,15,15,68.6,2026-03-07 23:02,2026-03-07 23:02
elpais,269,0.995,0.48,129,140,68.6,2026-03-07 23:02,2026-03-07 23:02
elespanol,74,0.988,0.473,35,39,67.9,2026-03-07 23:02,2026-03-07 23:02
lavanguardia,348,0.996,0.463,161,187,67.6,2026-03-07 23:02,2026-03-07 23:02
infolibre,69,0.996,0.377,26,43,62.5,2026-03-07 23:02,2026-03-07 23:02
elconfidencial,29,0.965,0.31,9,20,57.2,2026-03-07 23:02,2026-03-07 23:02
elpais_internacional,19,0.969,0.211,4,15,51.4,2026-03-07 23:02,2026-03-07 23:02
maldita,27,0.948,0.852,23,4,89.0,2026-03-07 23:32,2026-03-07 23:32
newtral,13,0.981,0.692,9,4,80.8,2026-03-07 23:32,2026-03-07 23:32
heraldo_aragon,459,0.985,0.645,296,163,78.1,2026-03-07 23:32,2026-03-07 23:32
okdiario,302,0.987,0.626,189,113,77.0,2026-03-07 23:32,2026-03-07 23:32
elmundo_internacional,31,0.986,0.613,19,12,76.2,2026-03-07 23:32,2026-03-07 23:32
levante_emv,232,0.992,0.582,135,97,74.6,2026-03-07 23:32,2026-03-07 23:32
expansion,117,0.993,0.581,68,49,74.6,2026-03-07 23:32,2026-03-07 23:32
huffington_es,116,0.971,0.586,68,48,74.0,2026-03-07 23:32,2026-03-07 23:32
20minutos,386,0.994,0.565,218,168,73.7,2026-03-07 23:32,2026-03-07 23:32
elcorreo,193,0.995,0.56,108,85,73.4,2026-03-07 23:32,2026-03-07 23:32
eldiario,175,0.993,0.56,98,77,73.3,2026-03-07 23:32,2026-03-07 23:32
elmundo_espana,49,0.989,0.551,27,22,72.6,2026-03-07 23:32,2026-03-07 23:32
france24_es,86,0.975,0.558,48,38,72.5,2026-03-07 23:32,2026-03-07 23:32
google_news_es,316,0.993,0.522,165,151,71.0,2026-03-07 23:32,2026-03-07 23:32
europapress,30,0.966,0.533,16,14,70.6,2026-03-07 23:32,2026-03-07 23:32
bbc_mundo,34,0.969,0.529,18,16,70.5,2026-03-07 23:32,2026-03-07 23:32
elmundo,92,0.994,0.489,45,47,69.1,2026-03-07 23:32,2026-03-07 23:32
google_news_politica,71,0.957,0.493,35,36,67.9,2026-03-07 23:32,2026-03-07 23:32
lavanguardia,350,0.996,0.446,156,194,66.6,2026-03-07 23:32,2026-03-07 23:32
elpais,271,0.995,0.446,121,150,66.6,2026-03-07 23:32,2026-03-07 23:32
elespanol,75,0.989,0.44,33,42,66.0,2026-03-07 23:32,2026-03-07 23:32
infolibre,69,0.996,0.362,25,44,61.6,2026-03-07 23:32,2026-03-07 23:32
elpais_internacional,19,0.97,0.368,7,12,60.9,2026-03-07 23:32,2026-03-07 23:32
elconfidencial,29,0.965,0.31,9,20,57.2,2026-03-07 23:32,2026-03-07 23:32
maldita,27,0.947,0.852,23,4,89.0,2026-03-08 00:02,2026-03-08 00:02
newtral,13,0.981,0.692,9,4,80.8,2026-03-08 00:02,2026-03-08 00:02
heraldo_aragon,460,0.985,0.678,312,148,80.1,2026-03-08 00:02,2026-03-08 00:02
elmundo_internacional,31,0.986,0.645,20,11,78.1,2026-03-08 00:02,2026-03-08 00:02
expansion,117,0.993,0.624,73,44,77.2,2026-03-08 00:02,2026-03-08 00:02
levante_emv,238,0.993,0.613,146,92,76.5,2026-03-08 00:02,2026-03-08 00:02
elmundo_espana,49,0.989,0.612,30,19,76.3,2026-03-08 00:02,2026-03-08 00:02
okdiario,304,0.987,0.602,183,121,75.6,2026-03-08 00:02,2026-03-08 00:02
huffington_es,116,0.97,0.595,69,47,74.5,2026-03-08 00:02,2026-03-08 00:02
eldiario,175,0.993,0.577,101,74,74.3,2026-03-08 00:02,2026-03-08 00:02
elcorreo,197,0.995,0.574,113,84,74.2,2026-03-08 00:02,2026-03-08 00:02
20minutos,388,0.994,0.57,221,167,74.0,2026-03-08 00:02,2026-03-08 00:02
bbc_mundo,33,0.97,0.576,19,14,73.4,2026-03-08 00:02,2026-03-08 00:02
france24_es,88,0.975,0.568,50,38,73.1,2026-03-08 00:02,2026-03-08 00:02
google_news_es,320,0.993,0.547,175,145,72.5,2026-03-08 00:02,2026-03-08 00:02
google_news_politica,71,0.956,0.549,39,32,71.2,2026-03-08 00:02,2026-03-08 00:02
europapress,30,0.967,0.533,16,14,70.7,2026-03-08 00:02,2026-03-08 00:02
elmundo,92,0.995,0.5,46,46,69.8,2026-03-08 00:02,2026-03-08 00:02
lavanguardia,353,0.996,0.47,166,187,68.0,2026-03-08 00:02,2026-03-08 00:02
elespanol,75,0.988,0.467,35,40,67.5,2026-03-08 00:02,2026-03-08 00:02
elpais,273,0.995,0.458,125,148,67.3,2026-03-08 00:02,2026-03-08 00:02
infolibre,69,0.996,0.391,27,42,63.3,2026-03-08 00:02,2026-03-08 00:02
elpais_internacional,19,0.97,0.316,6,13,57.8,2026-03-08 00:02,2026-03-08 00:02
elconfidencial,29,0.965,0.31,9,20,57.2,2026-03-08 00:02,2026-03-08 00:02
maldita,27,0.947,0.852,23,4,89.0,2026-03-08 00:32,2026-03-08 00:32
newtral,13,0.981,0.692,9,4,80.8,2026-03-08 00:32,2026-03-08 00:32
heraldo_aragon,460,0.985,0.657,302,158,78.8,2026-03-08 00:32,2026-03-08 00:32
elcorreo,251,0.996,0.61,153,98,76.4,2026-03-08 00:32,2026-03-08 00:32
expansion,117,0.993,0.598,70,47,75.6,2026-03-08 00:32,2026-03-08 00:32
bbc_mundo,33,0.971,0.606,20,13,75.2,2026-03-08 00:32,2026-03-08 00:32
levante_emv,240,0.992,0.583,140,100,74.7,2026-03-08 00:32,2026-03-08 00:32
elmundo_espana,53,0.989,0.585,31,22,74.7,2026-03-08 00:32,2026-03-08 00:32
eldiario,175,0.993,0.583,102,73,74.7,2026-03-08 00:32,2026-03-08 00:32
france24_es,88,0.975,0.591,52,36,74.5,2026-03-08 00:32,2026-03-08 00:32
okdiario,306,0.987,0.582,178,128,74.4,2026-03-08 00:32,2026-03-08 00:32
20minutos,389,0.994,0.568,221,168,73.8,2026-03-08 00:32,2026-03-08 00:32
huffington_es,116,0.97,0.578,67,49,73.5,2026-03-08 00:32,2026-03-08 00:32
google_news_es,322,0.993,0.55,177,145,72.7,2026-03-08 00:32,2026-03-08 00:32
elmundo_internacional,36,0.986,0.528,19,17,71.1,2026-03-08 00:32,2026-03-08 00:32
europapress,30,0.967,0.533,16,14,70.7,2026-03-08 00:32,2026-03-08 00:32
google_news_politica,72,0.957,0.528,38,34,70.0,2026-03-08 00:32,2026-03-08 00:32
elespanol,75,0.989,0.493,37,38,69.1,2026-03-08 00:32,2026-03-08 00:32
elmundo,92,0.994,0.489,45,47,69.1,2026-03-08 00:32,2026-03-08 00:32
elpais,273,0.995,0.447,122,151,66.6,2026-03-08 00:32,2026-03-08 00:32
lavanguardia,358,0.996,0.439,157,201,66.2,2026-03-08 00:32,2026-03-08 00:32
infolibre,69,0.996,0.435,30,39,65.9,2026-03-08 00:32,2026-03-08 00:32
elconfidencial,29,0.965,0.276,8,21,55.2,2026-03-08 00:32,2026-03-08 00:32
elpais_internacional,19,0.97,0.211,4,15,51.5,2026-03-08 00:32,2026-03-08 00:32
maldita,27,0.946,0.852,23,4,89.0,2026-03-08 01:02,2026-03-08 01:02
newtral,13,0.981,0.692,9,4,80.8,2026-03-08 01:02,2026-03-08 01:02
heraldo_aragon,460,0.985,0.661,304,156,79.1,2026-03-08 01:02,2026-03-08 01:02
expansion,117,0.993,0.598,70,47,75.6,2026-03-08 01:02,2026-03-08 01:02
elcorreo,259,0.996,0.595,154,105,75.5,2026-03-08 01:02,2026-03-08 01:02
france24_es,88,0.975,0.602,53,35,75.1,2026-03-08 01:02,2026-03-08 01:02
okdiario,307,0.987,0.593,182,125,75.1,2026-03-08 01:02,2026-03-08 01:02
elmundo_espana,53,0.989,0.585,31,22,74.7,2026-03-08 01:02,2026-03-08 01:02
levante_emv,240,0.992,0.579,139,101,74.4,2026-03-08 01:02,2026-03-08 01:02
20minutos,389,0.994,0.568,221,168,73.8,2026-03-08 01:02,2026-03-08 01:02
eldiario,175,0.993,0.566,99,76,73.7,2026-03-08 01:02,2026-03-08 01:02
bbc_mundo,33,0.97,0.576,19,14,73.4,2026-03-08 01:02,2026-03-08 01:02
huffington_es,116,0.97,0.569,66,50,72.9,2026-03-08 01:02,2026-03-08 01:02
google_news_es,325,0.992,0.545,177,148,72.4,2026-03-08 01:02,2026-03-08 01:02
google_news_politica,73,0.957,0.548,40,33,71.2,2026-03-08 01:02,2026-03-08 01:02
elmundo_internacional,35,0.986,0.514,18,17,70.3,2026-03-08 01:02,2026-03-08 01:02
europapress,30,0.966,0.5,15,15,68.6,2026-03-08 01:02,2026-03-08 01:02
elespanol,75,0.989,0.48,36,39,68.4,2026-03-08 01:02,2026-03-08 01:02
elmundo,92,0.994,0.467,43,49,67.8,2026-03-08 01:02,2026-03-08 01:02
lavanguardia,370,0.996,0.457,169,201,67.3,2026-03-08 01:02,2026-03-08 01:02
elpais,273,0.995,0.447,122,151,66.6,2026-03-08 01:02,2026-03-08 01:02
infolibre,69,0.996,0.406,28,41,64.2,2026-03-08 01:02,2026-03-08 01:02
elconfidencial,29,0.966,0.345,10,19,59.3,2026-03-08 01:02,2026-03-08 01:02
elpais_internacional,19,0.971,0.158,3,16,48.3,2026-03-08 01:02,2026-03-08 01:02
maldita,27,0.947,0.815,22,5,86.8,2026-03-08 01:32,2026-03-08 01:32
newtral,13,0.981,0.769,10,3,85.4,2026-03-08 01:32,2026-03-08 01:32
heraldo_aragon,460,0.985,0.65,299,161,78.4,2026-03-08 01:32,2026-03-08 01:32
elmundo_internacional,34,0.986,0.618,21,13,76.5,2026-03-08 01:32,2026-03-08 01:32
huffington_es,116,0.97,0.621,72,44,76.1,2026-03-08 01:32,2026-03-08 01:32
elcorreo,263,0.996,0.597,157,106,75.7,2026-03-08 01:32,2026-03-08 01:32
levante_emv,240,0.992,0.575,138,102,74.2,2026-03-08 01:32,2026-03-08 01:32
france24_es,89,0.974,0.584,52,37,74.0,2026-03-08 01:32,2026-03-08 01:32
okdiario,308,0.987,0.568,175,133,73.6,2026-03-08 01:32,2026-03-08 01:32
expansion,117,0.993,0.564,66,51,73.6,2026-03-08 01:32,2026-03-08 01:32
bbc_mundo,33,0.97,0.576,19,14,73.4,2026-03-08 01:32,2026-03-08 01:32
eldiario,175,0.993,0.549,96,79,72.7,2026-03-08 01:32,2026-03-08 01:32
20minutos,389,0.994,0.545,212,177,72.5,2026-03-08 01:32,2026-03-08 01:32
elmundo_espana,50,0.989,0.54,27,23,72.0,2026-03-08 01:32,2026-03-08 01:32
google_news_es,329,0.992,0.535,176,153,71.8,2026-03-08 01:32,2026-03-08 01:32
google_news_politica,73,0.957,0.521,38,35,69.5,2026-03-08 01:32,2026-03-08 01:32
elmundo,109,0.994,0.486,53,56,68.9,2026-03-08 01:32,2026-03-08 01:32
elespanol,75,0.988,0.467,35,40,67.5,2026-03-08 01:32,2026-03-08 01:32
elpais,273,0.995,0.458,125,148,67.3,2026-03-08 01:32,2026-03-08 01:32
lavanguardia,383,0.996,0.454,174,209,67.1,2026-03-08 01:32,2026-03-08 01:32
europapress,30,0.966,0.4,12,18,62.6,2026-03-08 01:32,2026-03-08 01:32
infolibre,69,0.996,0.377,26,43,62.5,2026-03-08 01:32,2026-03-08 01:32
elconfidencial,29,0.966,0.31,9,20,57.2,2026-03-08 01:32,2026-03-08 01:32
elpais_internacional,19,0.97,0.263,5,14,54.6,2026-03-08 01:32,2026-03-08 01:32
maldita,27,0.947,0.852,23,4,89.0,2026-03-08 02:02,2026-03-08 02:02
newtral,13,0.981,0.692,9,4,80.8,2026-03-08 02:02,2026-03-08 02:02
heraldo_aragon,460,0.985,0.652,300,160,78.5,2026-03-08 02:02,2026-03-08 02:02
bbc_mundo,33,0.971,0.606,20,13,75.2,2026-03-08 02:02,2026-03-08 02:02
elcorreo,265,0.996,0.581,154,111,74.7,2026-03-08 02:02,2026-03-08 02:02
france24_es,91,0.975,0.593,54,37,74.6,2026-03-08 02:02,2026-03-08 02:02
okdiario,308,0.987,0.578,178,130,74.2,2026-03-08 02:02,2026-03-08 02:02
levante_emv,240,0.992,0.575,138,102,74.2,2026-03-08 02:02,2026-03-08 02:02
expansion,115,0.993,0.574,66,49,74.2,2026-03-08 02:02,2026-03-08 02:02
eldiario,175,0.993,0.571,100,75,74.0,2026-03-08 02:02,2026-03-08 02:02
20minutos,389,0.994,0.566,220,169,73.7,2026-03-08 02:02,2026-03-08 02:02
huffington_es,116,0.97,0.578,67,49,73.5,2026-03-08 02:02,2026-03-08 02:02
elmundo_espana,50,0.989,0.56,28,22,73.2,2026-03-08 02:02,2026-03-08 02:02
google_news_es,332,0.992,0.536,178,154,71.8,2026-03-08 02:02,2026-03-08 02:02
elmundo_internacional,34,0.986,0.529,18,16,71.2,2026-03-08 02:02,2026-03-08 02:02
europapress,30,0.967,0.533,16,14,70.7,2026-03-08 02:02,2026-03-08 02:02
elmundo,109,0.994,0.505,55,54,70.1,2026-03-08 02:02,2026-03-08 02:02
google_news_politica,74,0.957,0.527,39,35,69.9,2026-03-08 02:02,2026-03-08 02:02
elespanol,75,0.989,0.48,36,39,68.4,2026-03-08 02:02,2026-03-08 02:02
lavanguardia,383,0.996,0.452,173,210,67.0,2026-03-08 02:02,2026-03-08 02:02
elpais,273,0.995,0.447,122,151,66.6,2026-03-08 02:02,2026-03-08 02:02
infolibre,69,0.996,0.435,30,39,65.9,2026-03-08 02:02,2026-03-08 02:02
elconfidencial,29,0.965,0.276,8,21,55.2,2026-03-08 02:02,2026-03-08 02:02
elpais_internacional,19,0.971,0.211,4,15,51.5,2026-03-08 02:02,2026-03-08 02:02
maldita,27,0.947,0.852,23,4,89.0,2026-03-08 02:32,2026-03-08 02:32
heraldo_aragon,460,0.985,0.659,303,157,78.9,2026-03-08 02:32,2026-03-08 02:32
newtral,13,0.982,0.615,8,5,76.2,2026-03-08 02:32,2026-03-08 02:32
elmundo_espana,50,0.989,0.6,30,20,75.6,2026-03-08 02:32,2026-03-08 02:32
elcorreo,266,0.996,0.586,156,110,75.0,2026-03-08 02:32,2026-03-08 02:32
elmundo_internacional,34,0.986,0.588,20,14,74.7,2026-03-08 02:32,2026-03-08 02:32
france24_es,91,0.975,0.593,54,37,74.6,2026-03-08 02:32,2026-03-08 02:32
huffington_es,116,0.971,0.595,69,47,74.5,2026-03-08 02:32,2026-03-08 02:32
okdiario,308,0.987,0.581,179,129,74.3,2026-03-08 02:32,2026-03-08 02:32
bbc_mundo,33,0.971,0.576,19,14,73.4,2026-03-08 02:32,2026-03-08 02:32
google_news_es,337,0.993,0.543,183,154,72.3,2026-03-08 02:32,2026-03-08 02:32
levante_emv,241,0.992,0.539,130,111,72.0,2026-03-08 02:32,2026-03-08 02:32
20minutos,389,0.994,0.532,207,182,71.7,2026-03-08 02:32,2026-03-08 02:32
expansion,115,0.993,0.53,61,54,71.5,2026-03-08 02:32,2026-03-08 02:32
eldiario,175,0.993,0.514,90,85,70.6,2026-03-08 02:32,2026-03-08 02:32
elmundo,109,0.994,0.486,53,56,68.9,2026-03-08 02:32,2026-03-08 02:32
lavanguardia,383,0.996,0.457,175,208,67.3,2026-03-08 02:32,2026-03-08 02:32
europapress,30,0.966,0.467,14,16,66.7,2026-03-08 02:32,2026-03-08 02:32
elpais,273,0.995,0.447,122,151,66.6,2026-03-08 02:32,2026-03-08 02:32
google_news_politica,76,0.957,0.461,35,41,65.9,2026-03-08 02:32,2026-03-08 02:32
elespanol,75,0.988,0.427,32,43,65.1,2026-03-08 02:32,2026-03-08 02:32
infolibre,69,0.996,0.362,25,44,61.6,2026-03-08 02:32,2026-03-08 02:32
elconfidencial,29,0.966,0.379,11,18,61.4,2026-03-08 02:32,2026-03-08 02:32
elpais_internacional,19,0.971,0.263,5,14,54.6,2026-03-08 02:32,2026-03-08 02:32
maldita,27,0.947,0.815,22,5,86.8,2026-03-08 03:02,2026-03-08 03:02
newtral,13,0.981,0.692,9,4,80.8,2026-03-08 03:02,2026-03-08 03:02
heraldo_aragon,460,0.985,0.648,298,162,78.3,2026-03-08 03:02,2026-03-08 03:02
elmundo_espana,50,0.989,0.58,29,21,74.4,2026-03-08 03:02,2026-03-08 03:02
france24_es,92,0.975,0.587,54,38,74.2,2026-03-08 03:02,2026-03-08 03:02
okdiario,310,0.987,0.577,179,131,74.1,2026-03-08 03:02,2026-03-08 03:02
elcorreo,266,0.996,0.568,151,115,73.9,2026-03-08 03:02,2026-03-08 03:02
levante_emv,241,0.992,0.568,137,104,73.8,2026-03-08 03:02,2026-03-08 03:02
bbc_mundo,33,0.97,0.576,19,14,73.4,2026-03-08 03:02,2026-03-08 03:02
eldiario,175,0.993,0.56,98,77,73.3,2026-03-08 03:02,2026-03-08 03:02
20minutos,389,0.994,0.555,216,173,73.1,2026-03-08 03:02,2026-03-08 03:02
expansion,115,0.993,0.548,63,52,72.6,2026-03-08 03:02,2026-03-08 03:02
huffington_es,116,0.97,0.56,65,51,72.4,2026-03-08 03:02,2026-03-08 03:02
google_news_es,337,0.993,0.54,182,155,72.1,2026-03-08 03:02,2026-03-08 03:02
europapress,30,0.966,0.533,16,14,70.6,2026-03-08 03:02,2026-03-08 03:02
google_news_politica,75,0.958,0.507,38,37,68.7,2026-03-08 03:02,2026-03-08 03:02
elmundo_internacional,34,0.986,0.471,16,18,67.7,2026-03-08 03:02,2026-03-08 03:02
elmundo,110,0.994,0.464,51,59,67.6,2026-03-08 03:02,2026-03-08 03:02
lavanguardia,383,0.996,0.449,172,211,66.8,2026-03-08 03:02,2026-03-08 03:02
elpais,273,0.995,0.443,121,152,66.4,2026-03-08 03:02,2026-03-08 03:02
elespanol,75,0.988,0.44,33,42,65.9,2026-03-08 03:02,2026-03-08 03:02
infolibre,69,0.996,0.391,27,42,63.3,2026-03-08 03:02,2026-03-08 03:02
elconfidencial,29,0.965,0.31,9,20,57.2,2026-03-08 03:02,2026-03-08 03:02
elpais_internacional,19,0.971,0.263,5,14,54.6,2026-03-08 03:02,2026-03-08 03:02
maldita,27,0.948,0.815,22,5,86.8,2026-03-08 03:32,2026-03-08 03:32
newtral,13,0.982,0.769,10,3,85.4,2026-03-08 03:32,2026-03-08 03:32
heraldo_aragon,460,0.985,0.665,306,154,79.3,2026-03-08 03:32,2026-03-08 03:32
huffington_es,116,0.97,0.629,73,43,76.5,2026-03-08 03:32,2026-03-08 03:32
bbc_mundo,32,0.971,0.625,20,12,76.3,2026-03-08 03:32,2026-03-08 03:32
elcorreo,266,0.996,0.583,155,111,74.8,2026-03-08 03:32,2026-03-08 03:32
